Age,Gender,Education,Income,Debt,Credit_Score,Loan_Amount,Loan_Term,Num_Credit_Cards,Payment_History,Employment_Status,Residence_Type,Marital_Status,Creditworthiness
0.839176773330707,0,2,1.705276064265517,0.620036087468641,0.04456270210895891,1.6906644747125754,1.418082647887072,-0.3801388956732769,1,2,2,2,1
1.7111707028152854,0,1,-0.16807294689092064,-1.1875421434710254,0.46912529315284984,-0.34864365314398926,-0.7040013743906264,0.7766658587001782,2,0,0,1,1
0.16841221218872357,0,2,0.9064392366036164,1.4855269483890516,-1.5522995806232875,1.1366335982739335,-1.4113627151498591,1.16226744349133,1,2,1,2,1
-0.7706581734100532,1,1,1.2180352825948615,0.2873843343294478,1.5337001483076809,-0.4278210037866838,1.418082647887072,1.16226744349133,1,0,1,2,1
1.1074825977875002,1,3,-1.2545941185154068,0.33203605279392767,0.627544170408033,-0.6174816433581028,0.0033599663686064833,-0.3801388956732769,0,0,2,1,0
-1.2401933662094415,0,1,-1.5542608820501318,0.41679623061044424,-0.9566446021437988,-0.27915289327141163,1.418082647887072,-0.3801388956732769,0,1,2,2,0
-0.3681994367248631,0,0,-1.1988267156730104,0.31435993530957873,1.0837905369029606,-1.06173115773542,-0.7040013743906264,0.39106427390902654,1,2,1,0,1
0.839176773330707,0,2,1.475644019116955,-1.132384138309021,0.7542792722121795,1.1433720962009712,0.0033599663686064833,1.5478690282824816,1,2,1,2,1
-0.5023523489532598,1,3,-1.2689677082904123,1.2679474299572062,-1.387543948277897,-1.7079952245503924,0.0033599663686064833,0.005462689117874818,2,0,0,0,1
-0.23404652449646643,0,2,0.6456422731443682,0.3737062574658667,-0.9059505614221401,0.61840099207268,0.7107213071278393,-1.1513420652555804,0,0,1,2,1
-1.0389639978668466,1,2,-0.09503598147227015,-1.542981180596066,-0.9693181123242134,-1.5725935318289759,-0.7040013743906264,1.5478690282824816,1,1,1,2,1
-1.0389639978668466,1,0,0.11501503657060032,-1.6332784554558728,-0.46237770510762727,0.22511136826858635,-0.7040013743906264,1.5478690282824816,2,1,2,2,1
-0.1669700683822681,0,1,1.068348027895452,-1.5042924897166678,-0.06316213442456566,0.5079878958306955,1.418082647887072,-1.5369436500467322,0,0,0,1,1
0.637947404988112,1,0,0.08703834519706849,-0.7663678260628237,-1.4889320297212143,-1.0895274616844512,-0.7040013743906264,1.5478690282824816,2,2,1,1,0
0.9062532294449053,1,1,-1.60426290784784,0.2437264537958149,-1.0263489081360793,1.0965535741454064,0.0033599663686064833,0.7766658587001782,1,1,2,0,1
-0.1669700683822681,0,3,-0.40272644946550096,0.661848268987844,0.40575774225077654,1.4580459108562902,0.0033599663686064833,-1.5369436500467322,0,2,1,0,0
-1.5755756467804332,1,0,0.5538744744699342,-1.2201968183417102,-1.349523417736653,0.5823921437750715,1.418082647887072,-1.1513420652555804,2,0,1,2,0
-0.3011229806106648,0,0,0.5517755584029741,0.771241429804638,-0.3039588278524441,-0.3412032283495517,0.0033599663686064833,-1.1513420652555804,1,0,0,1,0
-1.6426521028946315,1,2,-0.4547742542145502,1.4487549449477153,-0.6398068476334324,0.8484224265195861,1.418082647887072,1.16226744349133,2,0,1,1,0
-0.1669700683822681,0,0,-1.581440516689375,-1.7002915273644084,-0.8932770512417255,1.2465553457087382,0.7107213071278393,-1.5369436500467322,2,1,2,0,0
1.1745590539016986,0,1,1.626500290359988,-1.0166730077889858,0.06357296737958089,1.3286807891945118,-0.7040013743906264,-0.7657404804644287,1,1,1,0,1
0.23548866830292192,1,0,-1.5755157282978292,0.20368898286741008,-1.058032683587116,1.4052610104278271,-0.7040013743906264,-1.5369436500467322,0,0,2,1,1
0.7721003172165086,0,0,-1.0707928355884426,-0.44585509336468937,-0.8362462554298595,0.39624113854065135,-0.7040013743906264,0.005462689117874818,1,2,1,1,1
-1.6426521028946315,1,3,-0.1776376277023845,-1.4815052057308205,0.12060376319144683,-0.24356520109424304,0.7107213071278393,-0.3801388956732769,0,1,2,2,1
-0.3681994367248631,1,1,-1.0285753972289535,1.5734106168453728,0.012878926657922275,-0.3466782579152699,-0.7040013743906264,-0.7657404804644287,2,0,2,2,0
0.43671803664551695,0,2,0.5839235133526166,-1.058201235613661,1.3752812710524975,0.009409241916635674,0.7107213071278393,1.16226744349133,2,0,1,0,1
-0.9718875417526481,1,1,0.8657096374814661,-0.2614271687689523,1.2422094141581437,-1.5839647470808522,0.7107213071278393,0.7766658587001782,1,2,2,1,0
-0.3011229806106648,0,3,-1.0612547233347884,-0.7769451011839803,0.0065421715677149465,0.5332572630570873,1.418082647887072,-0.3801388956732769,2,1,2,2,1
1.1745590539016986,1,1,-1.3379928214798098,-0.7164629642495816,-0.2596015422209928,0.21465265794432972,-1.4113627151498591,-1.5369436500467322,2,1,1,0,1
-0.09989361226806977,1,1,-1.3715754785511718,0.24173877793412105,-0.20890750149933418,-1.3540836980074262,-1.4113627151498591,0.7766658587001782,0,0,1,0,1
1.5099413344726904,0,0,0.05876939968763083,-1.0307997040917385,-0.10751942005601695,1.352827073433064,1.418082647887072,-0.7657404804644287,1,0,1,1,1
0.03425929996032691,1,0,0.6177984245598844,0.562535464326783,-1.5396260704428728,-1.5947744208388088,1.418082647887072,0.005462689117874818,0,1,0,2,1
1.040406141673302,1,1,1.627350484209896,0.25366483310428417,0.5831868847765818,-1.3542942760676462,1.418082647887072,1.16226744349133,1,0,2,2,1
0.10133575607452525,1,1,0.8396193137124174,-0.2502819862587403,0.4627885380626425,0.8514407120494051,-0.7040013743906264,1.5478690282824816,2,2,2,0,1
-0.7035817172958548,1,2,-1.0746452764708379,-0.10731130106404649,-0.9059505614221401,-0.7994210873881245,0.0033599663686064833,0.7766658587001782,2,0,0,1,1
-0.7706581734100532,1,3,-0.3410873953471782,0.7352502990232528,0.589523639866789,1.3763416234909565,1.418082647887072,0.39106427390902654,1,2,0,1,0
1.3757884222442935,1,0,-1.657878257507657,-0.3123258685130414,-0.06316213442456566,1.6398449695128319,0.7107213071278393,0.005462689117874818,1,1,2,0,1
1.644094246701087,1,0,-0.7431228121223763,0.7079907443485942,-0.37999988893493203,0.6009932057611655,-1.4113627151498591,0.005462689117874818,1,0,1,1,0
1.1745590539016986,1,0,0.6738580815381866,0.5166059542369286,-0.37999988893493203,0.2464499450375395,-0.7040013743906264,-0.3801388956732769,2,1,0,0,1
1.7111707028152854,0,0,0.5897685960707334,0.9342308504635342,0.04456270210895891,-1.2443023359461014,0.0033599663686064833,0.7766658587001782,0,1,0,1,1
-1.5755756467804332,1,1,-1.3860819111152254,-1.2210486794252933,1.616077964480376,-1.1559999360272097,-1.4113627151498591,-1.5369436500467322,2,2,1,2,0
0.7050238611023103,1,1,0.4875859227349277,0.27084403162320964,-1.7297287231490928,0.2505211208684582,-1.4113627151498591,-0.7657404804644287,2,0,1,1,0
